fuente,L,arm,p,seed,primaria,ber_test,ber_test_final,ber_test_bnfix,ber_val,mejor_step,ber_top90,ber_top50,ber_tapados
markov,70,stacked_rbm,0.0,3,False,0.0889006033539772,0.09327010065317154,nan,0.08909080177545547,750,0.05896133556962013,0.03410959988832474,nan
markov,70,stacked_rbm,0.1,3,False,0.08899780362844467,0.09218069911003113,0.08903790265321732,0.08916889876127243,750,0.05916900187730789,0.03445360064506531,0.10917702072810659
markov,70,stacked_rbm,0.25,3,False,0.08899489790201187,0.09310819953680038,0.08903399854898453,0.08922749757766724,750,0.059142112731933594,0.0349574014544487,0.11213402305910655
markov,35,ladder_random,0.0,3,False,0.19302040338516235,0.19314759969711304,nan,0.19309820234775543,28500,0.16337989270687103,0.07258179783821106,nan
markov,35,ladder_random,0.1,3,False,0.19390089809894562,0.1939035952091217,0.1938984990119934,0.19401919841766357,29250,0.16429544985294342,0.0746849998831749,0.21008178334657254
markov,35,ladder_random,0.25,3,False,0.18183670938014984,0.18192660808563232,0.18186460435390472,0.18238990008831024,27750,0.15143510699272156,0.0717523992061615,0.19346791943388741
markov,35,stacked_rbm,0.0,3,False,0.1761792004108429,0.17884589731693268,nan,0.176276296377182,750,0.15024811029434204,0.09474319964647293,nan
markov,35,stacked_rbm,0.1,3,False,0.1754855066537857,0.18083180487155914,0.17573100328445435,0.1755675971508026,750,0.14935778081417084,0.09435439854860306,0.18661091210663308
markov,35,stacked_rbm,0.25,3,False,0.17367930710315704,0.19012150168418884,0.1743161976337433,0.17370960116386414,750,0.1471947878599167,0.09414820373058319,0.18743281891819263
lowdim,250,ladder_random,0.0,1,False,0.03835989907383919,0.03835880011320114,nan,0.03818409889936447,28500,0.010347667150199413,5.6000000768108293e-05,nan
lowdim,250,ladder_random,0.1,1,False,0.03480980172753334,0.03481290116906166,0.034804701805114746,0.034824199974536896,27000,0.007934888824820518,1.2999999853491317e-05,0.11335368294635709
lowdim,250,ladder_random,0.25,1,False,0.03984890133142471,0.03986389935016632,0.03985140100121498,0.03972969949245453,29250,0.010956999845802784,2.7800000680144876e-05,0.10749474562582609
lowdim,250,stacked_rbm,0.0,1,False,0.03648350015282631,0.03651659935712814,nan,0.036423102021217346,28500,0.009061667136847973,3.440000000409782e-05,nan
lowdim,250,stacked_rbm,0.1,1,False,0.03452710062265396,0.03452710062265396,0.034529801458120346,0.034617599099874496,30000,0.007758888881653547,1.320000046689529e-05,0.11323859087269816
lowdim,250,stacked_rbm,0.25,1,False,0.040118101984262466,0.040111102163791656,0.040095701813697815,0.0401277020573616,28500,0.011169889010488987,2.3599999622092582e-05,0.10771176759589708
lowdim,125,ladder_random,0.0,1,False,0.08223330229520798,0.08223330229520798,nan,0.0821676030755043,30000,0.04709400236606598,0.0021397999953478575,nan
lowdim,125,ladder_random,0.1,1,False,0.08220270276069641,0.08218750357627869,0.08219049870967865,0.08210790157318115,28500,0.04687266796827316,0.0019093999871984124,0.12183746997598079
lowdim,125,ladder_random,0.25,1,False,0.08118010312318802,0.0811735987663269,0.0811896026134491,0.08145330101251602,27750,0.04603077843785286,0.0017652000533416867,0.12760491430635254
lowdim,125,stacked_rbm,0.0,1,False,0.07163900136947632,0.07163900136947632,nan,0.07149089872837067,30000,0.03690033406019211,0.0010041999630630016,nan
lowdim,125,stacked_rbm,0.1,1,False,0.07131370157003403,0.07129339873790741,0.07134269922971725,0.07129640132188797,27750,0.036476001143455505,0.000861200038343668,0.11830964771817454
lowdim,125,stacked_rbm,0.25,1,False,0.07717560231685638,0.07715900242328644,0.07717280089855194,0.07705099880695343,29250,0.042040444910526276,0.0013871999690309167,0.1244937321892832
lowdim,70,ladder_random,0.0,1,False,0.13829700648784637,0.13833530247211456,nan,0.1385108083486557,29250,0.1043887808918953,0.01954679936170578,nan
